PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_SYSTEMATIC_NAME,SMILES,SAscore,RAscore,Combined_Score
151903671,"3-(diphenylmethyl)-2,5-bis(oxidanyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=C(O)C(=O)C(C(c2ccccc2)c2ccccc2)=C1O,2.403,0.379999995,0.320762218
153527514,"4-methyl-3-oxidanyl-naphthalene-1,2-dione",CC1=C(O)C(=O)C(=O)c2ccccc21,2.251,0.934000015,0.804174013
153715085,"2-(2-hydroxyethyl)-2-methyl-4-[2,4,5-trimethyl-3,6-bis(oxidanylidene)cyclohexa-1,4-dien-1-yl]butanamide",CC1=C(C)C(=O)C(CCC(C)(CCO)C(N)=O)=C(C)C1=O,3.553,0.861999989,0.617479325
154151983,"3,5-bis(oxidanyl)naphthalene-1,2-dione",O=C1C(=O)c2cccc(O)c2C=C1O,2.711,0.959999979,0.777493316
154388476,"2-methyl-1,3-bis(oxidanyl)tetracene-5,12-dione",Cc1c(O)cc2c(c1O)C(=O)c1cc3ccccc3cc1C2=O,2.292,0.952000022,0.81533513
154443726,"(2S,3R)-7-methyl-2,3,5-tris(oxidanyl)-1,2,3,4-tetrahydroanthracene-9,10-dione",Cc1cc(O)c2c(c1)C(=O)C1=C(C[C@@H](O)[C@@H](O)C1)C2=O,3.64,0.337000012,0.238146675
154443727,"3-methoxy-7-methyl-1,6-bis(oxidanyl)anthracene-9,10-dione",COc1cc(O)c2c(c1)C(=O)c1cc(O)c(C)cc1C2=O,2.326,0.976999998,0.833055332
154674978,"2-[1,1-bis(fluoranyl)ethyl]-5-oxidanyl-benzo[f][1]benzofuran-4,9-dione",CC(F)(F)c1cc2c(o1)C(=O)c1cccc(O)c1C2=O,2.815,0.940999985,0.751231654
154709451,"(1R,3S)-9-methoxy-3-methyl-1,7-bis(oxidanyl)-3,4-dihydro-1H-benzo[g]isochromene-5,10-dione",COc1cc(O)cc2c1C(=O)C1=C(C[C@H](C)O[C@H]1O)C2=O,3.657,0.149000004,0.105011892
154717121,"3,3-diethyl-1H-benzo[g]indole-2,4,5-trione",CCC1(CC)C(=O)NC2=C1C(=O)C(=O)c1ccccc12,2.777,0.722000003,0.579445113
154732281,"6-chloranyl-7-ethyl-3-methoxy-4,5,8-tris(oxidanyl)naphthalene-1,2-dione",CCc1c(O)c2c(c(O)c1Cl)C(O)=C(OC)C(=O)C2=O,3.015,0.372000009,0.28871334
154953170,"2-tert-butyl-3-propan-2-yl-anthracene-9,10-dione",CC(C)c1cc2c(cc1C(C)(C)C)C(=O)c1ccccc1C2=O,2.263,0.952000022,0.818402686
154960364,"3H-1,2-benzodioxole-5,6-dione",O=C1C=C2COOC2=CC1=O,3.884,0.926999986,0.629947991
154966862,"1,2,3,4,5,6,7,8-octakis(oxidanyl)-4a,9a-dihydroanthracene-9,10-dione",O=C1c2c(O)c(O)c(O)c(O)c2C(=O)C2C(O)=C(O)C(O)=C(O)C12,4.012,0.043000001,0.028609334
154982721,"2-phenyl-5-sulfanyl-cyclohexa-2,5-diene-1,4-dione",O=C1C=C(c2ccccc2)C(=O)C=C1S,2.685,0.916000009,0.744504451
155118769,"5-methyl-2-[(1S,6S)-3-methyl-6-propan-2-yl-cyclohex-2-en-1-yl]-3-oxidanyl-cyclohexa-2,5-diene-1,4-dione",CC1=C[C@@H](C2=C(O)C(=O)C(C)=CC2=O)[C@H](C(C)C)CC1,3.822,0.203999996,0.140034664
155188357,"1-ethanoyl-5-oxidanyl-4a,9a-dihydroanthracene-9,10-dione",CC(=O)C1=CC=CC2C(=O)c3c(O)cccc3C(=O)C12,3.696,0.200000003,0.140088891
155266701,"2-(5-methyl-3-oxidanyl-4-oxidanylidene-hexyl)cyclohexa-2,5-diene-1,4-dione",CC(C)C(=O)C(O)CCC1=CC(=O)C=CC1=O,3.391,0.683000028,0.501549687
155289563,"3,6-dicyclohexylcyclohexa-3,5-diene-1,2-dione",O=C1C(=O)C(C2CCCCC2)=CC=C1C1CCCCC1,2.649,0.866999984,0.70814632
155358563,"1-methyl-3,8-bis(oxidanyl)benzo[f]indole-4,9-dione",Cn1cc(O)c2c1C(=O)c1c(O)cccc1C2=O,2.723,0.888000011,0.717997343
155375825,"7-chloranyl-4,6,8-tris(oxidanyl)-5-sulfanyl-naphthalene-1,2-dione",O=C1C=C(O)c2c(S)c(O)c(Cl)c(O)c2C1=O,3.341,0.270999998,0.200509887
155387875,"(2R,4aS,12bS)-2,5,5-trimethyl-1,2,3,4,4a,12b-hexahydronaphtho[3,2-c]isochromene-7,12-dione",C[C@@H]1CC[C@H]2[C@H](C1)C1=C(OC2(C)C)C(=O)c2ccccc2C1=O,3.602,0.07,0.049762222
155460011,"8,8-dimethyl-2-propan-2-yl-5,6,7,8a,9,10-hexahydro-4bH-phenanthrene-3,4-dione",CC(C)C1=CC2=C(C(=O)C1=O)C1CCCC(C)(C)C1CC2,3.926,0.079999998,0.05399111
155476219,"2,3-dimethoxy-5-methyl-6-(3-methyl-4-oxidanyl-butan-2-yl)cyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C(C(C)C(C)CO)=C(C)C1=O,3.817,0.825999975,0.567461983
156013664,"3-ethyl-5-oxidanyl-benzo[f][1,2]benzothiazole-4,9-dione",CCc1nsc2c1C(=O)c1c(O)cccc1C2=O,2.815,0.754999995,0.602741663
156025281,"5-(2-bromoethyl)naphthalene-1,4-dione",O=C1C=CC(=O)c2c(CCBr)cccc21,2.575,0.98299998,0.810974984
156238763,"6-methoxy-1,2,3-tris(oxidanyl)anthracene-9,10-dione",COc1ccc2c(c1)C(=O)c1cc(O)c(O)c(O)c1C2=O,2.291,0.959999979,0.822293315
156238777,"1,7-bis(hydroxymethyloxy)-6-methyl-anthracene-9,10-dione",Cc1cc2c(cc1OCO)C(=O)c1c(OCO)cccc1C2=O,2.567,0.994000018,0.82093357
156465328,"3-ethyl-1,8-bis(oxidanyl)anthracene-9,10-dione",CCc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,2.258,0.989000022,0.850759797
156582599,"2-methoxy-6-methyl-5-oxidanyl-7-[(2S)-2-oxidanylpropyl]naphthalene-1,4-dione",COC1=CC(=O)c2c(cc(C[C@H](C)O)c(C)c2O)C1=O,3.242,0.546000004,0.409985336
156583046,"3-ethyl-1,6,8-tris(oxidanyl)-6a,12a-dihydrobenzo[a]anthracene-7,12-dione",CCc1cc(O)c2c(c1)C=C(O)C1C(=O)c3c(O)cccc3C(=O)C21,3.833,0.134000003,0.09181978
158762688,"3-(hydroxymethyl)-1,2,5-trimethyl-indole-4,7-dione",CC1=CC(=O)c2c(c(CO)c(C)n2C)C1=O,2.827,0.547999978,0.436755983
162345091,"2-(2-hydroxyphenyl)-6-oxidanyl-cyclohexa-2,5-diene-1,4-dione",O=C1C=C(O)C(=O)C(c2ccccc2O)=C1,2.535,0.842000008,0.698392229
162399466,"(4aR,7S,7aR,12bS)-7,7a-dimethyl-2,3,4,4a,5,6,7,8-octahydro-1H-benzo[f]fluorene-9,12-dione",C[C@H]1CC[C@H]2CCCC[C@]23C2=C(C[C@]13C)C(=O)C=CC2=O,4.728,0.066,0.038661333
162452047,"6-methoxy-3-methyl-1,2,3,5,8-pentakis(oxidanyl)-2,4-dihydro-1H-anthracene-9,10-dione",COc1cc(O)c2c(c1O)C(=O)C1=C(C2=O)C(O)C(O)C(C)(O)C1,4.036,0.003,0.001988
162820894,"2-[2-oxidanylidene-2-(5-oxidanyloxan-3-yl)ethoxy]naphthalene-1,4-dione",O=C1C=C(OCC(=O)C2COCC(O)C2)C(=O)c2ccccc21,3.529,0.361000001,0.259559001
162845997,"7-hex-1-enyl-1,3,6-tris(oxidanyl)anthracene-9,10-dione",CCCCC=Cc1cc2c(cc1O)C(=O)c1cc(O)cc(O)c1C2=O,2.701,0.967999995,0.785047996
162859777,"7-methoxy-3,5,8-tris(oxidanyl)-2,3-dihydrobenzo[f][1]benzofuran-4,9-dione",COc1cc(O)c2c(c1O)C(=O)C1=C(C2=O)C(O)CO1,3.483,0.532000005,0.385227115
162867221,"7,9-bis(oxidanyl)-2-prop-1-en-2-yl-1,2-dihydronaphtho[3,2-e][1]benzofuran-6,11-dione",C=C(C)C1Cc2c(ccc3c2C(=O)c2cc(O)cc(O)c2C3=O)O1,3.263,0.515999973,0.386254646
162869486,"(3R)-3-(2-hydroxyethyl)-4,6,8-tris(oxidanyl)-2,3-dihydronaphtho[2,3-f][1]benzofuran-5,10-dione",O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H](CCO)CO1,3.424,0.545000017,0.398213346
162872410,"1,3,8-trimethoxy-6-methyl-2,7-bis(oxidanyl)anthracene-9,10-dione",COc1cc2c(c(OC)c1O)C(=O)c1c(cc(C)c(O)c1OC)C2=O,2.614,0.902999997,0.741061998
162875115,"[3-methyl-1-oxidanyl-5,8-bis(oxidanylidene)naphthalen-2-yl] ethanoate",CC(=O)Oc1c(C)cc2c(c1O)C(=O)C=CC2=O,2.652,0.986999989,0.805830657
162883260,"6-methoxy-3,5-bis(oxidanyl)-2-prop-1-en-2-yl-2,3-dihydrobenzo[f][1]benzofuran-4,9-dione",C=C(C)C1OC2=C(C(=O)c3c(ccc(OC)c3O)C2=O)C1O,3.832,0.114,0.078128
162888035,"2,3-dimethoxy-5-oxidanyl-9,10-dihydrophenanthrene-1,4-dione",COC1=C(OC)C(=O)C2=C(CCc3cccc(O)c32)C1=O,2.848,0.256000012,0.203434676
162891337,"(3R)-7-methoxy-3-methyl-3,10-bis(oxidanyl)-1,4-dihydrobenzo[g]isochromene-6,9-dione",COC1=CC(=O)c2c(cc3c(c2O)CO[C@@](C)(O)C3)C1=O,3.733,0.210999995,0.14692633
162894060,"2-methoxy-7-methyl-6,7,10-tris(oxidanyl)-6,8-dihydro-5H-anthracene-1,4-dione",COC1=CC(=O)c2c(cc3c(c2O)CC(O)C(C)(O)C3)C1=O,3.848,0.108000003,0.073824002
162903921,"(4aS,12bS)-2,5,5-trimethyl-9-oxidanyl-3,4,4a,12b-tetrahydronaphtho[3,2-c]isochromene-7,12-dione",CC1=C[C@@H]2C3=C(OC(C)(C)[C@H]2CC1)C(=O)c1cc(O)ccc1C3=O,3.699,0.193000004,0.135121447
162905364,"(1R,3R)-5,7-dimethoxy-1,3-dimethyl-8,10-bis(oxidanyl)-3,4-dihydro-1H-benzo[g]isochromene-6,9-dione",COC1=C(O)C(=O)c2c(O)c3c(c(OC)c2C1=O)C[C@@H](C)O[C@@H]3C,3.911,0.035,0.023679445
162908866,"1-(hydroxymethyl)-6-methyl-6-oxidanyl-2,7,8,9-tetrahydro-1H-naphtho[1,2-g][1]benzofuran-10,11-dione",CC1(O)CCCc2c1ccc1c2C(=O)C(=O)C2=C1OCC2CO,4.091,0.536000013,0.351913787
162908868,"(1S,6S)-1-(hydroxymethyl)-6-methyl-6-oxidanyl-2,7,8,9-tetrahydro-1H-naphtho[1,2-g][1]benzofuran-10,11-dione",C[C@]1(O)CCCc2c1ccc1c2C(=O)C(=O)C2=C1OC[C@@H]2CO,4.091,0.536000013,0.351913787
162921802,"8-methoxy-1,3-dimethyl-7,10-bis(oxidanyl)-1H-benzo[g]isochromene-6,9-dione",COC1=C(O)C(=O)c2cc3c(c(O)c2C1=O)C(C)OC(C)=C3,3.872,0.222000003,0.151157335
162928593,"2,15,18-tris(oxidanyl)-7,9-dioxapentacyclo[10.8.0.03,10.04,8.014,19]icosa-1,3(10),5,11,14,16,18-heptaene-13,20-dione",O=C1c2cc3c(c(O)c2C(=O)c2c(O)ccc(O)c21)C1C=COC1O3,3.855,0.039000001,0.026628334
162932859,"2-methoxy-5-[(2R)-7-methoxy-8-methyl-5-oxidanyl-4-oxidanylidene-2,3-dihydrochromen-2-yl]cyclohexa-2,5-diene-1,4-dione",COC1=CC(=O)C([C@H]2CC(=O)c3c(O)cc(OC)c(C)c3O2)=CC1=O,3.53,0.256999999,0.184754444
162934182,"6-(4-methyl-5-oxidanyl-pent-3-enyl)-2,3-bis(oxidanyl)anthracene-9,10-dione",CC(=CCCc1ccc2c(c1)C(=O)c1cc(O)c(O)cc1C2=O)CO,2.635,0.243000001,0.198855001
162942764,"(4bS,8aR)-8,8-dimethyl-1-oxidanyl-2-propan-2-yl-5,6,7,8a-tetrahydro-4bH-phenanthrene-3,4-dione",CC(C)C1=C(O)C2=C(C(=O)C1=O)[C@H]1CCCC(C)(C)[C@@H]1C=C2,4.112,0.097000003,0.063459557
162943215,"(2R)-2-[(1S)-1-oxidanylethyl]-2,3-dihydrobenzo[f][1]benzofuran-4,9-dione",C[C@H](O)[C@H]1CC2=C(O1)C(=O)c1ccccc1C2=O,3.368,0.335999995,0.247594663
162953175,"2-methyl-5-[(2S)-6-methylhept-5-en-2-yl]-3-oxidanyl-cyclohexa-2,5-diene-1,4-dione",CC(C)=CCC[C@H](C)C1=CC(=O)C(C)=C(O)C1=O,3.526,0.783999979,0.563957319
162959982,"3-methoxy-7-methyl-6,7,9,10-tetrakis(oxidanyl)-6,8-dihydro-5H-anthracene-1,4-dione",COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)CC(O)C(C)(O)C3,3.895,0.016000001,0.010853334
162960164,"2-methyl-3-oxidanyl-5-(1,2,2-trimethylcyclopentyl)cyclohexa-2,5-diene-1,4-dione",CC1=C(O)C(=O)C(C2(C)CCCC2(C)C)=CC1=O,3.688,0.358999997,0.251778665
162962930,"(3S)-3,10,10,13-tetramethyl-3-oxidanyl-6,11-dioxatetracyclo[7.6.1.02,7.012,16]hexadeca-1(16),2(7),4,8,12-pentaene-14,15-dione",CC1=C2OC(C)(C)c3cc4c(c(c32)C(=O)C1=O)[C@@](C)(O)C=CO4,4.274,0.202000007,0.128516893
162963665,"4,8,12-trimethyl-4,6-bis(oxidanyl)-2-oxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13)-tetraene-10,11-dione",CC1=C2OCC(C)(O)c3c(O)cc(C)c(c32)C(=O)C1=O,3.853,0.40200001,0.274566007
162965230,"7-methyl-8-[(2R)-4-methyl-2-oxidanyl-pent-3-enyl]-3-propan-2-yl-naphthalene-1,2-dione",CC(C)=C[C@H](O)Cc1c(C)ccc2c1C(=O)C(=O)C(C(C)C)=C2,3.621,0.425999999,0.301939333
162966851,"18-methoxy-2-oxidanyl-7,9-dioxapentacyclo[10.8.0.03,10.04,8.014,19]icosa-1,3(10),5,11,14(19),15,17-heptaene-13,20-dione",COc1cccc2c1C(=O)c1c(cc3c(c1O)C1C=COC1O3)C2=O,3.65,0.159999996,0.112888886
162976269,"4-methoxy-6-methyl-10-oxidanyl-6,8-dihydro-[2]benzofuro[5,6-f][1,3]benzodioxole-5,9-dione",COc1c2c(c(O)c3c1C(=O)C1=C(COC1C)C3=O)OCO2,3.726,0.409999996,0.285815553
162982307,"10-oxidanyl-7-prop-1-en-2-yl-[1]benzofuro[5,6-f][1]benzofuran-5,9-dione",C=C(C)c1cc2c(o1)C(=O)c1c(cc3ccoc3c1O)C2=O,3.248,0.593999982,0.445631986
162984232,"3-ethanoyl-6-methyl-4,5,7,8-tetrakis(oxidanyl)naphthalene-1,2-dione",CC(=O)C1=C(O)c2c(O)c(C)c(O)c(O)c2C(=O)C1=O,2.917,0.184,0.144808
162989456,"(4bS,8aR)-4b,8,8-trimethyl-1-oxidanyl-2-prop-2-enyl-5,6,7,8a-tetrahydrophenanthrene-3,4-dione",C=CCC1=C(O)C2=C(C(=O)C1=O)[C@@]1(C)CCCC(C)(C)[C@H]1C=C2,4.3,0.017000001,0.010766667
162990691,"3-(hydroxymethyl)-6-propan-2-yl-6,7-dihydro-5H-furo[3,2-g]chromene-4,9-dione",CC(C)C1COC2=C(C1)C(=O)c1c(CO)coc1C2=O,3.962,0.224000007,0.150279116
162991807,"(2S)-8-methoxy-2,4-dimethyl-5-oxidanyl-2,3-dihydrobenzo[g][1]benzofuran-6,9-dione",COC1=CC(=O)c2c(O)c(C)c3c(c2C1=O)O[C@@H](C)C3,3.38,0.125,0.091944444
163000816,"1-methoxy-11-oxidanyl-8-[(1R)-1-oxidanylethyl]tetracene-5,12-dione",COc1cccc2c1C(=O)c1c(cc3cc([C@@H](C)O)ccc3c1O)C2=O,2.804,0.834999979,0.667628872
163001810,"3-ethyl-4,5,7,8-tetrakis(oxidanyl)naphthalene-1,2-dione",CCC1=C(O)c2c(O)cc(O)c(O)c2C(=O)C1=O,2.92,0.906000018,0.712720014
163007622,"(2R)-7-methoxy-5-oxidanyl-2-prop-1-en-2-yl-2,3-dihydrobenzo[f][1]benzofuran-4,9-dione",C=C(C)[C@H]1CC2=C(O1)C(=O)c1cc(OC)cc(O)c1C2=O,3.429,0.711000025,0.519109018
163007623,"(2S)-7-methoxy-5-oxidanyl-2-prop-1-en-2-yl-2,3-dihydrobenzo[f][1]benzofuran-4,9-dione",C=C(C)[C@@H]1CC2=C(O1)C(=O)c1cc(OC)cc(O)c1C2=O,3.429,0.711000025,0.519109018
163012221,"(1S,3R,4R)-8-methoxy-3-methyl-1,4-bis(oxidanyl)-1,2,3,4-tetrahydrobenzo[a]anthracene-7,12-dione",COc1cccc2c1C(=O)c1ccc3c(c1C2=O)[C@@H](O)C[C@@H](C)[C@H]3O,3.569,0.112999998,0.080744776
163013386,"methyl 1,3-dimethyl-8-oxidanyl-9,10-bis(oxidanylidene)anthracene-2-carboxylate",COC(=O)c1c(C)cc2c(c1C)C(=O)c1c(O)cccc1C2=O,2.352,0.866999984,0.73675732
163016202,"2,3,3-trimethyl-7,8-bis(oxidanyl)-2H-benzo[f][1]benzofuran-4,9-dione",CC1OC2=C(C(=O)c3ccc(O)c(O)c3C2=O)C1(C)C,3.51,0.486000001,0.350460001
163024502,"(6R,7R)-6-ethenyl-7-prop-1-en-2-yl-5,6,7,8-tetrahydronaphthalene-1,4-dione",C=C[C@H]1CC2=C(C[C@H]1C(=C)C)C(=O)C=CC2=O,4.195,0.215000004,0.138675002
163025037,"[2,4,5,7-tetrakis(oxidanyl)-9,10-bis(oxidanylidene)anthracen-1-yl] ethanoate",CC(=O)Oc1c(O)cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O,2.734,0.814999998,0.657976665
163028490,"(1S,3S)-8-methoxy-3-methyl-1,6-bis(oxidanyl)-1,2,3,4-tetrahydrobenzo[a]anthracene-7,12-dione",COc1cccc2c1C(=O)c1c(O)cc3c(c1C2=O)[C@@H](O)C[C@@H](C)C3,3.375,0.086000003,0.063305558
163034795,"6-methoxy-5,8-bis(oxidanyl)-3-[(1S)-1-oxidanylethyl]benzo[f][2]benzofuran-4,9-dione",COc1cc(O)c2c(c1O)C(=O)c1c(coc1[C@H](C)O)C2=O,3.405,0.294,0.215436666
163040457,"3,7-dimethoxy-1,6-bis(oxidanyl)anthracene-9,10-dione",COc1cc(O)c2c(c1)C(=O)c1cc(O)c(OC)cc1C2=O,2.28,0.976000011,0.837191121
163052758,"3-methyl-3,5,9,10-tetrakis(oxidanyl)-1,4-dihydrobenzo[g]isochromene-6,7-dione",CC1(O)Cc2c(O)c3c(c(O)c2CO1)C(O)=CC(=O)C3=O,3.906,0.075999998,0.051460443
163069232,"1-methoxy-2,4,5,7-tetrakis(oxidanyl)anthracene-9,10-dione",COc1c(O)cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O,2.613,0.938000023,0.769889575
163069910,"2,3-bis(chloranyl)-6-methyl-5,7,8-tris(oxidanyl)naphthalene-1,4-dione",Cc1c(O)c(O)c2c(c1O)C(=O)C(Cl)=C(Cl)C2=O,2.821,0.328000009,0.261634674
163080913,"1,3,7-trimethoxy-6-methyl-2-oxidanyl-anthracene-9,10-dione",COc1cc2c(cc1C)C(=O)c1cc(OC)c(O)c(OC)c1C2=O,2.369,0.967999995,0.82075644
163085834,"(3R)-3-methyl-4,8-bis(oxidanyl)-3,4-dihydro-2H-benzo[a]anthracene-1,7,12-trione",C[C@@H]1CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)C1O,3.385,0.323000014,0.23740501
163086687,"(5R,8S)-3,8-dimethyl-4-oxidanyl-5-propan-2-yl-5,6,7,8-tetrahydronaphthalene-1,2-dione",CC1=C(O)C2=C(C(=O)C1=O)[C@@H](C)CC[C@@H]2C(C)C,3.9,0.569999993,0.386333328
163090819,"(6R,8S)-11-methoxy-6,8-dimethyl-4-oxidanyl-8,9-dihydro-6H-[1,3]benzodioxolo[6,5-g]isochromene-5,10-dione",COc1c2c(c(O)c3c1C(=O)C1=C(C3=O)[C@@H](C)O[C@@H](C)C1)OCO2,3.964,0.028000001,0.018778667
163093725,"(5R,8R)-3,8-dimethyl-5-propan-2-yl-5,6,7,8-tetrahydronaphthalene-1,2-dione",CC1=CC2=C(C(=O)C1=O)[C@H](C)CC[C@@H]2C(C)C,3.917,0.472000003,0.319019557
163101082,"(1R,9S,16S)-9-methyl-15-oxatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),4,10,12-tetraene-3,6-dione",C[C@@]12C=CC=C3CO[C@@H](C4=C(C1)C(=O)C=CC4=O)[C@H]32,4.735,0.090000004,0.052650002
163108289,"4-(4-hydroxyphenyl)-1-oxidanyl-2H-isoquinoline-3,7,8-trione",O=C1C=Cc2c(c(O)[nH]c(=O)c2-c2ccc(O)cc2)C1=O,2.846,0.666999996,0.530190885
163184325,"(1R,3S)-7-methoxy-1,3-dimethyl-8,10-bis(oxidanyl)-3,4-dihydro-1H-benzo[g]isochromene-6,9-dione",COC1=C(O)C(=O)c2c(cc3c(c2O)[C@@H](C)O[C@@H](C)C3)C1=O,3.866,0.079999998,0.054524443
163187804,"(1R,2R,3S)-6-methoxy-3-methyl-1,2,3,5,8-pentakis(oxidanyl)-2,4-dihydro-1H-anthracene-9,10-dione",COc1cc(O)c2c(c1O)C(=O)C1=C(C2=O)[C@@H](O)[C@@H](O)[C@@](C)(O)C1,4.036,0.003,0.001988
163192670,"2-methoxy-1-methyl-3,4-bis(oxidanyl)anthracene-9,10-dione",COc1c(C)c2c(c(O)c1O)C(=O)c1ccccc1C2=O,2.302,0.575999975,0.492671979
163287094,"7-bromanyl-1,2-bis(oxidanyl)anthracene-9,10-dione",O=C1c2ccc(Br)cc2C(=O)c2c1ccc(O)c2O,2.2,0.975000024,0.845000021
163576855,"2,3-dimethoxy-5-methyl-6-sulfanyl-cyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C(S)=C(C)C1=O,3.174,0.856000006,0.649228449
